Family,Type,System Length,Base Level,Top Level,Structural Material,Weight,Exact Weight,Column Location Mark
UC-Universal Columns-Column,356x368UC202,4145,05_SSL. 5th FLOOR,Level 06 - Sixth Floor,Metal - Steel 50-355,303.04 kg,800.18 kg,E-4
UC-Universal Columns-Column,356x406x235UC,4145,05_SSL. 5th FLOOR,Level 06 - Sixth Floor,Metal - Steel 50-355,303.04 kg,943.70 kg,E-5
UC-Universal Columns-Column,356x406x287UC,4145,05_SSL. 5th FLOOR,Level 06 - Sixth Floor,Metal - Steel 50-355,303.04 kg,1204.97 kg,E-6
UC-Universal Columns-Column,305UC118,4145,05_SSL. 5th FLOOR,Level 06 - Sixth Floor,Metal - Steel 50-355,400.36 kg,473.45 kg,E-8(-2971)
UC-Universal Columns-Column,356x368UC202,4145,05_SSL. 5th FLOOR,Level 06 - Sixth Floor,Metal - Steel 50-355,303.04 kg,800.18 kg,E-3
UC-Universal Columns-Column,UC254x254x73,4145,05_SSL. 5th FLOOR,Level 06 - Sixth Floor,Metal - Steel 50-355,303.04 kg,298.54 kg,E(-2863)-4(-2732)
UC-Universal Columns-Column,254UC167,4145,05_SSL. 5th FLOOR,Level 06 - Sixth Floor,Metal - Steel 50-355,400.36 kg,688.34 kg,E(-2862)-3
UC-Universal Columns-Column,254UC167,4145,05_SSL. 5th FLOOR,Level 06 - Sixth Floor,Metal - Steel 50-355,400.36 kg,688.34 kg,E(-2862)-4
UC-Universal Columns-Column,254UC167,4145,05_SSL. 5th FLOOR,Level 06 - Sixth Floor,Metal - Steel 50-355,400.36 kg,699.54 kg,E(-1809)-4(1838)
UC-Universal Columns-Column,254UC132,4145,05_SSL. 5th FLOOR,Level 06 - Sixth Floor,Metal - Steel 50-355,400.36 kg,542.77 kg,E(-1807)-5(-1852)
Rectangular Hollow Sections-Column,SHS100x6.3,4145,05_SSL. 5th FLOOR,Level 06 - Sixth Floor,Metal - Steel 50-355,178.70 kg,70.91 kg,F(1687)-8(-2970)
UC-Universal Columns-Column,254UC89,4145,05_SSL. 5th FLOOR,Level 06 - Sixth Floor,Metal - Steel 50-355,400.36 kg,368.49 kg,E(-785)-4(-2732)
UC-Universal Columns-Column,305UC158,4145,05_SSL. 5th FLOOR,Level 06 - Sixth Floor,Metal - Steel 50-355,303.04 kg,530.75 kg,F-4(-2739)
Circular Hollow Sections-Column,CHS273x10,3995,05_SSL. 5th FLOOR,Level 06 - Sixth Floor,Metal - Steel 50-355,259.13 kg,259.30 kg,D(-1495)-2
Circular Hollow Sections-Column,CHS273x10,3995,05_SSL. 5th FLOOR,Level 06 - Sixth Floor,Metal - Steel 50-355,259.13 kg,259.30 kg,E-2
Circular Hollow Sections-Column,CHS273x10,3995,05_SSL. 5th FLOOR,Level 06 - Sixth Floor,Metal - Steel 50-355,259.13 kg,259.30 kg,E(-3586)-2
Circular Hollow Sections-Column,CHS273x10,3816,05_SSL. 5th FLOOR,Level 06 - Sixth Floor,Metal - Steel 50-355,247.53 kg,247.69 kg,C(-1997)-2
Circular Hollow Sections-Column,CHS273x10,3995,05_SSL. 5th FLOOR,Level 06 - Sixth Floor,Metal - Steel 50-355,259.13 kg,259.30 kg,B-5(3743)
Circular Hollow Sections-Column,CHS273x10,3995,05_SSL. 5th FLOOR,Level 06 - Sixth Floor,Metal - Steel 50-355,259.13 kg,259.30 kg,B-6
Circular Hollow Sections-Column,CHS273x10,3995,05_SSL. 5th FLOOR,Level 06 - Sixth Floor,Metal - Steel 50-355,259.13 kg,259.30 kg,B-7(-3715)
Circular Hollow Sections-Column,CHS273x10,3995,05_SSL. 5th FLOOR,Level 06 - Sixth Floor,Metal - Steel 50-355,259.13 kg,259.30 kg,B-7
Circular Hollow Sections-Column,CHS273x10,3995,05_SSL. 5th FLOOR,Level 06 - Sixth Floor,Metal - Steel 50-355,259.13 kg,259.30 kg,B-8(-2972)
Circular Hollow Sections-Column,CHS273x10,3995,05_SSL. 5th FLOOR,Level 06 - Sixth Floor,Metal - Steel 50-355,259.13 kg,259.30 kg,B-5
Circular Hollow Sections-Column,CHS273x10,3995,05_SSL. 5th FLOOR,Level 06 - Sixth Floor,Metal - Steel 50-355,259.13 kg,259.30 kg,B-4(3733)
Circular Hollow Sections-Column,CHS273x10,3995,05_SSL. 5th FLOOR,Level 06 - Sixth Floor,Metal - Steel 50-355,259.13 kg,259.30 kg,B-4
Circular Hollow Sections-Column,CHS273x10,3995,05_SSL. 5th FLOOR,Level 06 - Sixth Floor,Metal - Steel 50-355,259.13 kg,259.30 kg,B-3(3733)
Circular Hollow Sections-Column,CHS273x10,3995,05_SSL. 5th FLOOR,Level 06 - Sixth Floor,Metal - Steel 50-355,259.13 kg,259.30 kg,B-3
Circular Hollow Sections-Column,CHS273x10,3975,Level 06 - Sixth Floor,Level 07 - Seventh Floor,Metal - Steel 50-355,257.84 kg,256.26 kg,B-2(2997)
Circular Hollow Sections-Column,CHS273x10,3975,Level 06 - Sixth Floor,Level 07 - Seventh Floor,Metal - Steel 50-355,257.84 kg,258.00 kg,D(-1495)-2
Circular Hollow Sections-Column,CHS273x10,3975,Level 06 - Sixth Floor,Level 07 - Seventh Floor,Metal - Steel 50-355,257.84 kg,256.26 kg,E-2
Circular Hollow Sections-Column,CHS273x10,3975,Level 06 - Sixth Floor,Level 07 - Seventh Floor,Metal - Steel 50-355,257.84 kg,258.00 kg,F(1137)-2
Circular Hollow Sections-Column,CHS273x10,3975,Level 06 - Sixth Floor,Level 07 - Seventh Floor,Metal - Steel 50-355,257.84 kg,258.00 kg,E(-3586)-2
Circular Hollow Sections-Column,CHS273x10,3975,Level 06 - Sixth Floor,Level 07 - Seventh Floor,Metal - Steel 50-355,257.84 kg,258.00 kg,C(-1997)-2
Circular Hollow Sections-Column,CHS273x10,3975,Level 06 - Sixth Floor,Level 07 - Seventh Floor,Metal - Steel 50-355,257.84 kg,258.00 kg,B-5(3743)
Circular Hollow Sections-Column,CHS273x10,3975,Level 06 - Sixth Floor,Level 07 - Seventh Floor,Metal - Steel 50-355,257.84 kg,258.00 kg,B-6
Circular Hollow Sections-Column,CHS273x10,3975,Level 06 - Sixth Floor,Level 07 - Seventh Floor,Metal - Steel 50-355,257.84 kg,258.00 kg,B-7(-3715)
Circular Hollow Sections-Column,CHS273x10,3975,Level 06 - Sixth Floor,Level 07 - Seventh Floor,Metal - Steel 50-355,257.84 kg,258.00 kg,B-7
Circular Hollow Sections-Column,CHS273x10,3975,Level 06 - Sixth Floor,Level 07 - Seventh Floor,Metal - Steel 50-355,257.84 kg,258.00 kg,B-8(-2972)
Circular Hollow Sections-Column,CHS273x10,3975,Level 06 - Sixth Floor,Level 07 - Seventh Floor,Metal - Steel 50-355,257.84 kg,258.00 kg,B-5
Circular Hollow Sections-Column,CHS273x10,3975,Level 06 - Sixth Floor,Level 07 - Seventh Floor,Metal - Steel 50-355,257.84 kg,258.00 kg,B-4(3733)
Circular Hollow Sections-Column,CHS273x10,3975,Level 06 - Sixth Floor,Level 07 - Seventh Floor,Metal - Steel 50-355,257.84 kg,258.00 kg,B-4
Circular Hollow Sections-Column,CHS273x10,3975,Level 06 - Sixth Floor,Level 07 - Seventh Floor,Metal - Steel 50-355,257.84 kg,258.00 kg,B-3(3733)
Circular Hollow Sections-Column,CHS273x10,3975,Level 06 - Sixth Floor,Level 07 - Seventh Floor,Metal - Steel 50-355,257.84 kg,258.00 kg,B-3
Circular Hollow Sections-Column,CHS273x10,3975,Level 06 - Sixth Floor,Level 07 - Seventh Floor,Metal - Steel 50-355,257.84 kg,253.03 kg,F(1137)-2(3763)
Circular Hollow Sections-Column,CHS273x10,3975,Level 06 - Sixth Floor,Level 07 - Seventh Floor,Metal - Steel 50-355,257.84 kg,258.00 kg,D(797)-8(-2972)
UC-Universal Columns-Column,254UC89,3975,Level 06 - Sixth Floor,Level 07 - Seventh Floor,Metal - Steel 50-355,383.94 kg,353.38 kg,F-8
UC-Universal Columns-Column,UC305x305x118,3975,Level 06 - Sixth Floor,Level 07 - Seventh Floor,Metal - Steel 50-355,383.94 kg,462.67 kg,E(-4000)-8
UC-Universal Columns-Column,UC305x305x118,3975,Level 06 - Sixth Floor,Level 07 - Seventh Floor,Metal - Steel 50-355,383.94 kg,462.67 kg,E-8
UC-Universal Columns-Column,305UC118,4145,Level 06 - Sixth Floor,Level 07 - Seventh Floor,Metal - Steel 50-355,400.36 kg,473.45 kg,E-8(-2971)
UC-Universal Columns-Column,254UC89,4145,Level 06 - Sixth Floor,Level 07 - Seventh Floor,Metal - Steel 50-355,400.36 kg,368.49 kg,F-8(-2972)
Circular Hollow Sections-Column,CHS273x10,3975,Level 06 - Sixth Floor,Level 07 - Seventh Floor,Metal - Steel 50-355,257.84 kg,258.00 kg,F(1231)-7
Circular Hollow Sections-Column,CHS273x10,3975,Level 06 - Sixth Floor,Level 07 - Seventh Floor,Metal - Steel 50-355,257.84 kg,258.00 kg,F(1231)-7(-3725)
Circular Hollow Sections-Column,CHS273x10,3975,Level 06 - Sixth Floor,Level 07 - Seventh Floor,Metal - Steel 50-355,257.84 kg,258.00 kg,F(1231)-6
Circular Hollow Sections-Column,CHS273x10,3975,Level 06 - Sixth Floor,Level 07 - Seventh Floor,Metal - Steel 50-355,257.84 kg,258.00 kg,F(1231)-6(-3740)
Circular Hollow Sections-Column,CHS273x10,3975,Level 06 - Sixth Floor,Level 07 - Seventh Floor,Metal - Steel 50-355,257.84 kg,258.00 kg,F(1231)-5
Circular Hollow Sections-Column,CHS273x10,2550,05_SSL. 5th FLOOR,Level 06 - Sixth Floor,Metal - Steel 50-355,165.40 kg,165.51 kg,B-5(3743)
Circular Hollow Sections-Column,CHS273x10,2550,05_SSL. 5th FLOOR,Level 06 - Sixth Floor,Metal - Steel 50-355,165.40 kg,165.51 kg,B-6
Circular Hollow Sections-Column,CHS273x10,2550,05_SSL. 5th FLOOR,Level 06 - Sixth Floor,Metal - Steel 50-355,165.40 kg,165.51 kg,B-7(-3715)
Circular Hollow Sections-Column,CHS273x10,2550,05_SSL. 5th FLOOR,Level 06 - Sixth Floor,Metal - Steel 50-355,165.40 kg,165.51 kg,B-7
Circular Hollow Sections-Column,CHS273x10,2550,05_SSL. 5th FLOOR,Level 06 - Sixth Floor,Metal - Steel 50-355,165.40 kg,165.51 kg,B-8(-2972)
Circular Hollow Sections-Column,CHS273x10,2550,05_SSL. 5th FLOOR,Level 06 - Sixth Floor,Metal - Steel 50-355,165.40 kg,165.51 kg,B-5
Circular Hollow Sections-Column,CHS273x10,2550,05_SSL. 5th FLOOR,Level 06 - Sixth Floor,Metal - Steel 50-355,165.40 kg,165.51 kg,B-4(3733)
Circular Hollow Sections-Column,CHS273x10,2550,05_SSL. 5th FLOOR,Level 06 - Sixth Floor,Metal - Steel 50-355,165.40 kg,165.51 kg,B-4
Circular Hollow Sections-Column,CHS273x10,2550,05_SSL. 5th FLOOR,Level 06 - Sixth Floor,Metal - Steel 50-355,165.40 kg,165.51 kg,B-3(3733)
Circular Hollow Sections-Column,CHS273x10,2550,05_SSL. 5th FLOOR,Level 06 - Sixth Floor,Metal - Steel 50-355,165.40 kg,165.51 kg,B-3
UC-Universal Columns-Column,UC152x152x23,3975,Level 06 - Sixth Floor,Level 07 - Seventh Floor,Metal - Steel 50-355,90.52 kg,91.29 kg,F(1277)-5(-1891)
UC-Universal Columns-Column,UC152x152x23,3975,Level 06 - Sixth Floor,Level 07 - Seventh Floor,Metal - Steel 50-355,90.52 kg,91.29 kg,F(1277)-5(-2807)
UC-Universal Columns-Column,UC203x203x52,3975,Level 06 - Sixth Floor,Level 07 - Seventh Floor,Metal - Steel 50-355,206.02 kg,204.11 kg,F-5(-2751)
UC-Universal Columns-Column,UC203x203x52,3975,Level 06 - Sixth Floor,Level 07 - Seventh Floor,Metal - Steel 50-355,206.02 kg,204.11 kg,F-4(1829)
UC-Universal Columns-Column,305UC158,3975,Level 06 - Sixth Floor,Level 07 - Seventh Floor,Metal - Steel 50-355,290.61 kg,508.98 kg,F-4(-2739)
UC-Universal Columns-Column,305UC158,3975,Level 06 - Sixth Floor,Level 07 - Seventh Floor,Metal - Steel 50-355,290.61 kg,508.98 kg,F-3
UC-Universal Columns-Column,356x368UC202,3975,Level 06 - Sixth Floor,Level 07 - Seventh Floor,Metal - Steel 50-355,290.61 kg,767.37 kg,E-4
UC-Universal Columns-Column,356x368UC202,3975,Level 06 - Sixth Floor,Level 07 - Seventh Floor,Metal - Steel 50-355,290.61 kg,767.37 kg,E-3
UC-Universal Columns-Column,UC254x254x73,3975,Level 06 - Sixth Floor,Level 07 - Seventh Floor,Metal - Steel 50-355,290.61 kg,286.29 kg,E(-2863)-4(-2732)
UC-Universal Columns-Column,254UC167,3975,Level 06 - Sixth Floor,Level 07 - Seventh Floor,Metal - Steel 50-355,383.94 kg,660.11 kg,E(-2862)-3
UC-Universal Columns-Column,254UC167,3975,Level 06 - Sixth Floor,Level 07 - Seventh Floor,Metal - Steel 50-355,383.94 kg,660.11 kg,E(-2862)-4
UC-Universal Columns-Column,254UC167,3975,Level 06 - Sixth Floor,Level 07 - Seventh Floor,Metal - Steel 50-355,383.94 kg,670.85 kg,E(-1809)-4(1838)
UC-Universal Columns-Column,254UC132,3975,Level 06 - Sixth Floor,Level 07 - Seventh Floor,Metal - Steel 50-355,383.94 kg,520.51 kg,E(-1807)-5(-1852)
UC-Universal Columns-Column,254UC89,3975,Level 06 - Sixth Floor,Level 07 - Seventh Floor,Metal - Steel 50-355,383.94 kg,353.38 kg,E(-785)-4(-2732)
Rectangular Hollow Sections-Column,RHS250x150x6.3,3975,Level 06 - Sixth Floor,Level 07 - Seventh Floor,Metal - Steel 50-355,151.08 kg,149.17 kg,D(-1653)-3(3748)
Rectangular Hollow Sections-Column,RHS250x150x6.3,3975,Level 06 - Sixth Floor,Level 07 - Seventh Floor,Metal - Steel 50-355,151.08 kg,149.17 kg,D(-1653)-4
Rectangular Hollow Sections-Column,RHS250x150x6.3,3975,Level 06 - Sixth Floor,Level 07 - Seventh Floor,Metal - Steel 50-355,151.08 kg,149.17 kg,D(-1653)-4(1419)
Rectangular Hollow Sections-Column,RHS250x150x6.3,3975,Level 06 - Sixth Floor,Level 07 - Seventh Floor,Metal - Steel 50-355,151.08 kg,149.17 kg,D(-1653)-4(3733)
Rectangular Hollow Sections-Column,RHS250x150x6.3,3975,Level 06 - Sixth Floor,Level 07 - Seventh Floor,Metal - Steel 50-355,151.08 kg,149.17 kg,D(-1653)-5
Rectangular Hollow Sections-Column,RHS250x150x6.3,3975,Level 06 - Sixth Floor,Level 07 - Seventh Floor,Metal - Steel 50-355,151.08 kg,149.17 kg,D(-1653)-5(3746)
Rectangular Hollow Sections-Column,RHS250x150x6.3,3975,Level 06 - Sixth Floor,Level 07 - Seventh Floor,Metal - Steel 50-355,151.08 kg,149.17 kg,D(-1653)-6
Rectangular Hollow Sections-Column,RHS250x150x6.3,3975,Level 06 - Sixth Floor,Level 07 - Seventh Floor,Metal - Steel 50-355,151.08 kg,149.17 kg,D(-1653)-6(1574)
Rectangular Hollow Sections-Column,RHS250x150x6.3,3975,Level 06 - Sixth Floor,Level 07 - Seventh Floor,Metal - Steel 50-355,151.08 kg,149.17 kg,D(-1653)-3
UC-Universal Columns-Column,356x406x235UC,3975,Level 06 - Sixth Floor,Level 07 - Seventh Floor,Metal - Steel 50-355,290.61 kg,905.00 kg,E-5
UC-Universal Columns-Column,356x406x287UC,3975,Level 06 - Sixth Floor,Level 07 - Seventh Floor,Metal - Steel 50-355,290.61 kg,1155.55 kg,E-6
Rectangular Hollow Sections-Column,RHS250x150x6.3,3975,Level 06 - Sixth Floor,Level 07 - Seventh Floor,Metal - Steel 50-355,151.08 kg,149.17 kg,E-6(1573)
Rectangular Hollow Sections-Column,RHS250x150x6.3,3975,Level 06 - Sixth Floor,Level 07 - Seventh Floor,Metal - Steel 50-355,151.08 kg,149.17 kg,F(2275)-6(1573)
Rectangular Hollow Sections-Column,RHS250x150x6.3,3975,Level 06 - Sixth Floor,Level 07 - Seventh Floor,Metal - Steel 50-355,151.08 kg,149.17 kg,F(2275)-6
Rectangular Hollow Sections-Column,RHS250x150x6.3,3975,Level 06 - Sixth Floor,Level 07 - Seventh Floor,Metal - Steel 50-355,151.08 kg,149.17 kg,F(2275)-6(-3740)
Rectangular Hollow Sections-Column,RHS250x150x6.3,3975,Level 06 - Sixth Floor,Level 07 - Seventh Floor,Metal - Steel 50-355,151.08 kg,149.17 kg,F(2275)-5
Rectangular Hollow Sections-Column,RHS250x150x6.3,3975,Level 06 - Sixth Floor,Level 07 - Seventh Floor,Metal - Steel 50-355,151.08 kg,149.17 kg,E(-2691)-6(1576)
Circular Hollow Sections-Column,CHS273x10,179,05_SSL. 5th FLOOR,05_SSL. 5th FLOOR,Metal - Steel 50-355,11.61 kg,11.61 kg,C(-1997)-2
